Date	00:00	00:10	00:20	00:30	00:40	00:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	2:00	2:10	2:20	2:30	2:40	2:50	2:00	2:10	2:20	2:30	2:40	2:50	2:00	2:10	2:20	2:30	2:40	2:50	2:00	2:10	2:20	2:30	2:40	2:50
2019/05/06	6	2	4	7	3	3	4	0	0	2	2	0	10	8	0	0	3	0	2	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	5	5	7	8	1	1	3	4	1	18	0	0	0	0	0	8	0	0	0	8	0	0	0	0	4	2	6	16	0	8	1	0	0	0	0	2	3	0	0	1	5	2	4	12	5	6	9	9	8	0	0	0	0	1	0	8	0	13	9	13	5	1	1	1	9	1	1	1	1	4	13	1	1	0	4	14	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019/05/07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	1	5	5	10	0	9	2	1	4	8	0	2	0	0	2	2	0	3	9	0	0	0	0	16	0	0	0	0	8	1	1	8	10	0	0	0	0	0	0	1	8	0	10	2	2	1	9	1	0	0	0	0	2	2	2	2	2	0	0	4	1	16	0	0	0	0	0	0	0	0	10	2	0	2	2
2019/05/08	2	0	10	2	2	2	4	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	11	14	15	11	0	6	1	0	0	0	0	0	0	8	0	0	11	14	2	3	5	0	0	0	0	0	8	10	2	2	0	2	6	4	0	2	0	0	2	0	0	1	0	0	8	0	4	5	13	5	4	12	4	4	14	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	2	4	6	4	4	2	0	0	0
2019/05/09	0	14	4	10	0	2	0	0	0	0	4	8	0	2	3	0	0	0	0	0	0	3	3	2	0	8	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	1	1	8	3	1	0	1	1	0	0	0	0	2	0	0	0	2	19	0	0	8	1	3	0	0	0	0	0	0	0	0	0	0	11	3	2	10	2	4	1	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	4	4	5	0	0	0	6	4	4	4	4	0	0	4	0	0	0	0	10	0	6	0	2	0	2	2	2	2	0	0	0
2019/05/10	0	0	0	4	0	0	0	0	10	0	0	0	0	8	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	1	5	5	3	16	4	4	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	3	0	0	16	0	8	0	0	0	0	0	0	0	16	0	8	0	0	0	0	0	1	3	0	2	4	4	1	1	1	1	0	0	4	4	0	0	1	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019/05/11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	1	5	4	6	1	1	1	1	1	1	1	1	1	0	1	1	9	0	0	1	1	1	0	5	1	1	4	7	0	3	0	0	0	8	0	0	0	0	2	2	0	0	0	0	0	0	0	0	8	2	3	1	0	0	0	0	0	0	1	11	0	0	0	2	2	2	2	2	2	2	0	2	2	0	2	0	8	6	6	6	12	12	4	6	6	2	0	6
2019/05/12	0	0	0	0	2	0	6	5	1	4	0	6	10	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	4	0	0	5	5	1	0	5	3	1	0	1	1	1	1	1	1	11	17	10	2	0	11	4	0	0	0	8	0	2	1	0	3	0	0	0	0	2	0	0	17	0	0	0	0	1	9	1	8	1	3	4	1	4	0	0	0	0	5	0	3	1	9	1	0	0	0	4	4	0	10	4	4	0	2	6	4	4	0	0	0	0	2
2019/05/13	2	2	10	0	2	6	2	2	2	10	6	2	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	1	1	11	1	1	0	2	2	0	18	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	1	2	2	0	2	0	2	0	8	0	0	0	0	0	0	4	0	0	0	0	0	11	9	0	0	12	0	3	5	1	0	0	0	0	16	0	0	0	0	0	4	2	0	4	0	0	12	4	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	2	2	0	0
2019/05/14	0	0	0	2	0	0	16	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	4	12	1	3	13	6	4	5	0	1	5	6	0	0	0	0	10	2	4	0	6	1	5	0	1	12	2	0	0	3	0	0	2	0	1	7	0	2	7	4	4	4	0	0	0	2	2	16	0	0	0	0	2	2	2	3	0	0	0	0	0	0	9	7	7	4	6	12	2	7	7	1	0	0	2	0	16	0	0	0	16	4	4	10	4	2	2	0	0	0	0
2019/05/15	0	6	2	1	6	10	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	5	0	13	5	2	5	22	0	0	4	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8	1	0	0	2	6	0	5	3	1	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	8	0	2	0	8	16	16	0	0
2019/05/16	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	5	13	12	4	12	2	5	0	10	0	0	16	0	18	0	0	6	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	12	0	0	3	5	7	13	13	4	0	2	0	0	0	0	0	8	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	13	4	0	2	4	12	14	12	6	4	4	12	4	0	0
2019/05/17	0	4	4	4	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	5	5	0	1	2	3	5	4	0	16	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	1	18	0	0	4	0	0	8	8	2	8	17	16	0	0	0	0	0	0	0	0	0	0	7	1	8	11	0	10	0	18	2	8	0	1	1	0	12	5	9	5	4	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	7	4	13	3	8	4	4
2019/05/18	6	6	6	4	20	2	16	0	8	0	0	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	9	3	0	6	3	0	0	0	0	0	0	1	1	0	5	0	3	1	0	0	0	5	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	8	16	16	0	2	0	2	0	0	0	0	0	2	0	4	4	18	0	0	4	0	0
2019/05/19	0	2	0	0	0	0	8	24	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	16	2	8	0	16	16	16	0	0	0	0	0	2	8	2	0	0	4	12	16	0	0	2	0	0	0	12	4	4	4	0	0	0	0	0	10	0	0	8	0	0	0	0	0	0	0	0	0	8	1	1	0	2	3	0	1	0	0	0	0	8	1	0	0	0	4	4
2019/05/20	2	2	3	10	2	2	2	2	0	8	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	5	5	2	5	5	5	1	4	0	16	0	0	24	16	0	24	8	0	16	16	24	15	2	0	0	6	6	13	4	7	10	8	8	0	0	0	2	0	4	0	8	10	0	0	0	18	0	1	2	0	0	5	12	1	1	5	2	0	0	0	4	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019/05/21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	2	0	1	2	1	2	0	0	0	0	0	0	4	4	4	4	0	0	0	9	3	9	2	1	1	0	5	2	0	2	0	0	2	2	0	0	0	0	1	2	0	0	0	0	0	2	16	0	0	0	2	10	0	0	0	0	5	1	6	6	6	2	2	1	1	1	0	4	4	6	4	2	2	2	0	2	2	10	0	2	0	0	10	0	0	0	0	0	0	0	0	0	4	4	2
2019/05/22	0	0	2	0	0	0	0	0	0	2	2	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	5	5	5	5	5	4	5	5	0	4	0	8	0	0	0	0	0	2	3	2	0	4	2	0	2	0	0	0	0	0	4	4	0	1	0	0	4	0	0	4	0	4	5	1	2	4	4	1	1	1	1	4	0	4	9	4	4	4	4	0	0	0	0	0	3	8	3	4	2	6	5	0	0	13	4	4	2	2	8	2	0	0	8	2	0	0	0	0	2
2019/05/23	12	0	0	0	0	4	24	0	0	0	8	0	0	16	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	4	1	7	5	12	5	0	1	5	12	0	0	0	0	0	0	0	0	16	0	0	2	0	17	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4	4	5	5	13	0	8	6	14	2	0	0	0	10	16	16	8	0	0	0	8	0	6	2	2	2	2	2	6	4	1	0	0	0	12	0	8	0	0	0	10	0	0	0	14	4	12	4	4	4	4	12
2019/05/24	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	1	3	1	1	13	6	1	1	0	0	0	0	4	4	0	0	0	4	0	0	0	0	0	0	0	0	0	2	4	8	5	0	2	3	0	16	16	0	16	0	8	8	0	0	16	4	4	4	8	0	4	1	2	3	2	0	0	0	10	11	1	1	0	0	0	0	0	0	12	4	2	10	0	0	2	1	2	4	4	8	0	0	0	6	2	4	12	4	0	4	14	14	4	6	4	4	4	4	5
2019/05/25	4	4	4	0	0	0	0	0	2	2	0	2	8	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	2	2	1	1	8	8	1	9	0	0	10	0	2	3	1	2	0	0	1	5	18	0	0	0	0	2	0	0	0	1	0	0	8	8	1	1	1	12	4	5	5	0	0	0	4	4	4	2	7	12	4	0	0	0	0	0	0	0	4	2	2	4	4	4	5	4	12
2019/05/26	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	3	0	0	0	4	0	0	0	0	2	0	16	8	0	0	2	10	2	0	0	0	8	8	0	0	8	2	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	5	16	16	4	0	0	12	4	4	0	0	0	4	5	0	12	4	4	4	0	14	8	0	8	14	0	2	4	0	4	4	0	13
2019/05/27	12	12	0	4	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	5	1	1	1	1	12	1	4	4	0	16	4	5	4	20	0	16	24	20	0	0	0	0	0	0	12	4	12	5	5	4	4	4	4	0	0	0	0	12	12	4	12	10	2	18	10	2	0	0	0	0	16	5	1	7	6	4	3	4	2	5	5	5	4	4	0	0	0	4	6	6	4	4	5	4	4	4	4	4	4	4	4	5	4	5	4	0	0	4	4	0	0	0	0	0	0	0	0	0
2019/05/28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	4	4	4	0	1	1	5	0	5	0	4	1	2	0	2	0	0	0	0	0	0	0	1	2	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	4	4	4	4	5	0	0	0	0	0	1	1	5	5	4	4	0	0	0	4	4	4	0	0	0	4	0	0	0	0	0	0	0	6	0	2	0	0	6	4
2019/05/29	12	4	4	4	4	0	0	2	2	0	8	8	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	1	5	5	1	5	5	4	5	5	0	2	8	8	0	0	0	6	0	2	8	1	1	0	2	0	0	0	0	3	0	2	2	0	0	2	2	0	2	0	4	0	0	4	1	0	0	0	4	4	5	1	1	12	1	0	0	0	6	16	0	0	0	0	0	0	0	0	6	0	0	0	5	4	12	4	12	20	4	4	4	12	4	4	0	0	0	4	0	4
2019/05/30	4	4	6	8	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	5	1	1	5	0	3	3	0	2	2	0	0	0	8	2	0	0	12	5	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	8	8	0	0	0	0	0	12	20	4	0	4	2	12	5	5	4	0	5	1	0	0	0	0	1	13	6	1	1	0	0	4	4	12	0	4	0	4	0	4	14	12	4	0	0	0	4	4	4	4
2019/05/31	4	0	0	0	4	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	4	6	5	4	4	0	0	0	0	0	4	4	4	4	4	5	16	0	0	0	4	0	4	17	1	0	4	4	4	0	4	5	5	1	4	12	5	7	10	10	14	4	12	7	5	5	1	1	1	8	0	11	0	0	1	1	1	1	0	0	2	0	14	0	0	10	0	2	2	8	0	0	16	2	2	0	0	0	0	0	8	2	2
2019/06/01	2	10	2	0	2	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1	4	0	0	0	0	1	5	3	2	5	4	6	1	0	0	0	0	5	4	10	0	1	5	1	8	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	10	0
2019/06/02	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	3	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	4	0	0	0	0	0	4	0	4	0	0	0	0	0	12	0	0	0	0	2	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	3	4	4	4	4	4	0	0	4	4	0	4	4	0	0	1	4	0	4	4	4	0	0	0	4	0	4	0	0	0	0
2019/06/03	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	5	1	5	5	4	5	5	4	4	16	0	4	0	12	0	4	4	0	0	8	0	0	0	0	4	4	4	4	4	4	5	13	9	4	5	4	4	12	0	0	0	0	0	0	0	0	4	12	0	0	0	5	5	0	0	0	0	1	5	5	12	4	0	0	0	0	0	0	8	4	4	5	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	4	0	0	0	0	4	0	0
2019/06/04	0	8	0	8	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	1	9	5	4	1	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	8	4	0	4	0	0	0	0	0	0	0	0	4	4	5	1	0	0	0	0	0	5	5	1	1	0	0	4	4	4	12	12	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0
2019/06/05	0	24	16	0	0	16	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	1	0	1	1	0	0	0	0	16	0	0	16	16	0	16	16	0	1	1	16	16	16	16	16	16	0	0	16	16	0	0	0	0	4	8	0	0	1	1	0	0	0	0	5	13	1	0	4	4	4	12	4	4	4	4	4	0	4	4	12	5	4	0	0	4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2019/06/06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	1	0	1	5	4	1	1	16	0	0	0	0	0	0	0	0	4	0	0	9	5	0	4	0	0	0	0	0	8	0	0	1	0	0	0	0	1	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	16	0	0	0	13	2	12	2	0	0	0	0	4	4	0	0	0	0	0	0	0	4	0	4	0	4	0	4	4	24
2019/06/07	0	8	16	16	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	9	5	4	0	1	4	0	0	0	4	0	20	4	20	16	20	16	0	0	0	4	0	0	0	4	16	20	5	1	0	0	0	0	0	0	0	1	1	0	0	0	8	12	5	13	4	4	1	5	0	1	1	0	0	0	0	5	4	5	5	1	0	8	0	0	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	12	4	0	0	4	8	4	0	0	0
2019/06/08	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	5	1	9	12	9	0	10	0	0	0	0	0	0	0	0	13	12	0	0	0	0	4	0	0	0	0	0	2	5	4	16	16	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	13	1	1	2	0	5	20	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	4	0	8	0	16	0	0	0
2019/06/09	16	0	16	18	0	24	4	12	0	0	0	0	0	16	0	16	2	0	0	0	16	0	0	16	16	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	15	0	4	12	8	2	0	8	8	8	6	1	0	0	0	0	1	12	4	1	0	0	1	1	0	0	12	0	13	0	0	0	0	0	0	0	0	0	28	4	4	0	1	1	0	5	15	2	0	0	8	0	0	0	10	0	0	0	0	8	0	0	0
2019/06/10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	9	5	11	3	0	1	2	2	4	22	4	0	0	0	16	0	0	0	0	2	0	8	0	8	0	0	0	0	3	0	0	5	12	4	2	2	2	12	0	4	6	24	4	0	0	0	0	0	16	0	16	1	2	2	14	10	8	3	1	1	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	12	0	0	0	2	2	7	0	0	0
2019/06/11	0	0	8	0	0	0	8	0	10	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	3	5	3	5	2	1	4	4	0	2	0	0	0	0	0	0	0	1	0	10	2	0	2	8	0	4	4	0	0	0	0	0	0	0	0	0	10	1	3	2	2	2	2	2	11	1	1	0	0	2	0	0	8	2	8	3	0	2	3	0	0	0	0	0	0	0	0	0	8	2	10	10	0	0
2019/06/12	2	10	2	2	2	3	2	0	0	0	2	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	3	10	11	1	0	1	1	0	0	0	0	0	2	0	0	2	2	6	2	0	10	1	0	0	0	0	0	2	2	2	11	2	0	0	0	0	0	0	0	3	2	0	6	6	2	7	3	7	0	0	0	0	0	8	4	2	3	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019/06/13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	5	8	7	0	5	1	16	20	0	2	0	0	8	16	21	0	0	1	1	0	16	0	0	0	0	0	0	0	0	0	0	1	6	12	6	6	2	7	5	1	1	2	2	1	8	0	0	0	0	0	0	0	0	0	8	2	1	10	0	0	0	0	0	0	4	4	4	12	6	0	0	4	10	2	2	7	4	12	4	7	0	0	0	4	4	4	4
2019/06/14	4	4	0	4	3	0	2	0	0	10	0	8	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	5	1	2	5	0	0	10	4	0	4	2	2	0	0	5	20	0	4	4	4	0	0	0	0	4	2	2	1	14	2	1	0	0	0	4	16	1	5	4	0	8	0	0	0	6	0	4	0	4	1	1	0	0	0	0	1	1	1	9	3	2	0	0	0	0	8	0	4	3	0	0	2	3	0	2	0	2	0	0	0	0	0	4	2	2	0	2	0	0	0	0	0	0	2	6	4
2019/06/15	5	4	6	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	8	0	10	2	0	2	0	2	6	6	0	0	3	0	2	2	2	1	0	0	0	0	16	16	2	0	2	1	1	3	2	3	3	1	0	0	0	0	0	5	5	0	4	2	3	1	3	10	7	6	0	2	0	2	19	2	2	0	2	18	18	16	2	10	0	18	18	18	10	11	16	2	2	10	26	0
2019/06/16	3	0	8	2	0	8	0	18	0	18	18	0	18	2	16	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	8	2	18	2	17	0	10	18	0	10	18	16	18	1	8	16	2	0	10	16	18	26	2	16	18	2	18	0	2	3	2	2	2	0	6	0	26	10	18	18	2	16	2	18	2	8	10	0	0	0	8	0	16	2	0	0	0	0	0	0	16	16	0	0	0	2	0	0	0	0	3	0	0	0	8	2	0	11	2	2	2	2	2	2	0	10	0
2019/06/17	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	11	1	0	1	0	0	16	0	2	0	18	26	8	0	2	0	8	2	2	4	4	0	2	9	2	8	0	4	2	4	4	2	6	4	14	0	0	2	10	2	0	2	0	0	0	2	0	0	1	7	0	0	0	12	18	26	0	10	0	1	1	2	2	1	1	0	0	0	0	16	0	8	0	0	0	8	0	9	1	6	5	1	16	2	2	18	0	2	2	10	0	0	0	0	2
2019/06/18	10	0	0	2	2	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	4	4	1	1	9	1	0	1	0	1	0	2	0	0	0	0	0	0	0	8	17	18	22	0	2	3	0	2	6	0	10	8	2	8	2	4	1	2	0	0	0	5	3	0	0	1	3	0	0	8	0	0	0	0	0	0	0	0	8	1	7	6	7	1	2	0	0	2	2	6	0	0	0	0	2	0	2
2019/06/19	2	8	2	2	0	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	4	1	4	3	10	7	3	4	0	2	2	0	0	2	26	2	0	0	0	0	0	0	8	10	0	12	0	0	6	14	0	0	0	0	0	0	1	2	0	2	3	1	3	0	6	7	1	4	0	1	0	0	1	0	0	1	2	0	0	16	0	0	0	0	0	0	0	0	0	0	1	7	6	3	9	2	6	0	3	4	0	2	4	0	0	14	4	0
